,Ocupação,Celular,Microcomputador,Internet no Comp,Internet no Celular,3G ou 4G,Banda Larga
108331,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
108332,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108337,Alugado,Sim,Sim,Não,,,
108348,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108352,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108353,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108355,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
108393,Alugado,Sim,Sim,Não,,,
108404,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108408,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
108409,Alugado,Sim,Nao,,Sim,Sim,Sim
108414,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108469,Alugado,Sim,Sim,Sim,Sim,Sim,Não
108483,Alugado,Sim,Sim,Sim,Sim,Sim,Não
108485,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108495,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108497,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108501,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108504,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108506,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108507,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108509,Alugado,Sim,Nao,,,,
108511,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108512,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108513,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108525,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108526,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108530,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108596,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108615,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108616,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108637,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
108645,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108646,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108693,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108697,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108700,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108704,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
108705,Alugado,Sim,Nao,,Sim,Sim,Não
108706,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108707,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108715,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108716,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
108717,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108719,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
108794,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
108836,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
108842,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108882,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108898,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
108899,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
108998,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109022,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109030,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109032,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109085,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
109131,Alugado,Sim,Sim,Não,,,
109159,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
109160,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
109213,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
109225,Próprio-NPago,Sim,Sim,Não,Sim,Sim,Não
109339,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
109608,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
109619,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109661,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
109668,Próprio-Pago,Sim,Nao,,,,
109680,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
109745,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109864,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
109925,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
109950,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
109979,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110029,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
110107,Próprio-Pago,Sim,Nao,,,,
110209,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110252,Próprio-Pago,Sim,Sim,Não,,,
110256,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
110271,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
110385,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110387,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110391,Próprio-Pago,Sim,Nao,,,,
110400,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
110401,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110519,Próprio-Pago,Nao,Sim,Sim,Não,Sim,Sim
110520,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110547,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
110588,Alugado,Sim,Nao,,,,
110598,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
110633,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
110639,Próprio-NPago,Sim,Nao,,Sim,Sim,Não
110868,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
110978,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
110994,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
110999,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
111137,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111167,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
111182,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
111237,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
111290,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111293,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
111297,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
111313,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
111322,Cedido-Outros,Sim,Sim,Sim,Não,Não,Sim
111327,Alugado,Sim,Sim,Sim,Sim,Não,Sim
111345,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
111347,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
111348,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
111353,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111427,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111435,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
111445,Próprio-Pago,Sim,Nao,,,,
111525,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111532,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111606,Próprio-Pago,Sim,Sim,Não,,,
111675,Alugado,Sim,Sim,Sim,Não,Não,Não
111870,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
111922,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
111924,Próprio-Pago,Sim,Nao,,,,
111960,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
111980,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112018,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112038,Alugado,Sim,Sim,Não,Sim,Sim,Sim
112042,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112049,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
112059,Alugado,Sim,Sim,Sim,Sim,Não,Sim
112062,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112063,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112068,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112077,Alugado,Sim,Nao,,Sim,Sim,Não
112083,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112087,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112096,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112098,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112103,Próprio-Pago,Sim,Sim,Não,,,
112105,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112122,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112125,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112127,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112128,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112133,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112143,Alugado,Sim,Sim,Sim,Não,Sim,Sim
112146,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112153,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112157,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112164,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
112168,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112169,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112170,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112173,Próprio-Pago,Sim,Nao,,,,
112174,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112179,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112180,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
112186,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112188,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112191,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112197,Alugado,Sim,Nao,,Sim,Sim,Não
112201,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112208,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112210,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112214,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112220,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112227,Próprio-Pago,Nao,Sim,Não,,,
112229,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
112231,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112233,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112237,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112240,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112241,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112244,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112254,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112256,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112257,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
112258,Alugado,Sim,Sim,Sim,Sim,Não,Sim
112289,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112298,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
112327,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
112346,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112351,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112352,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112360,Alugado,Sim,Sim,Sim,Sim,Não,Sim
112362,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112370,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112384,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112389,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112391,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112417,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112427,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112431,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112437,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
112451,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
112473,Próprio-Pago,Nao,Sim,Sim,Não,Não,Sim
112508,Próprio-NPago,Sim,Nao,,Sim,Sim,Sim
112511,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112533,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112546,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112557,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112566,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112573,Próprio-Pago,Nao,Nao,,,,
112584,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112586,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112608,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112629,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112631,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112646,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112649,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112653,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112654,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
112655,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112656,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112660,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112662,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112667,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112672,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112678,Alugado,Sim,Sim,Não,,,
112679,Próprio-Pago,Sim,Nao,,,,
112682,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112714,Alugado,Sim,Nao,,Sim,Sim,Não
112800,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112849,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112856,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112865,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112893,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112908,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112922,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
112926,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
112953,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112964,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112967,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112969,Próprio-Pago,Sim,Nao,,,,
112971,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
112996,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113022,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113067,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113083,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113092,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113095,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113129,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
113133,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
113134,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113138,Próprio-Pago,Nao,Nao,,,,
113141,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113146,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113150,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113155,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113156,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113157,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113160,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113161,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113162,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113163,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113165,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113178,Próprio-Pago,Sim,Nao,,,,
113180,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
113181,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113188,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113189,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113190,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113201,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113208,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113212,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113214,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113217,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113221,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113223,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
113232,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
113248,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113249,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113381,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
113382,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
113383,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
113415,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113437,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
113438,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
113452,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113464,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
113625,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113644,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
113649,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
113684,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
113870,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113873,Cedido-Empregador,Sim,Nao,,Sim,Sim,Sim
113875,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
113880,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
113895,Próprio-Pago,Sim,Nao,,,,
114050,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
114086,Alugado,Sim,Sim,Sim,Não,Não,Sim
114092,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
114093,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
114121,Alugado,Sim,Nao,,Sim,Não,Sim
114299,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
114433,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
114497,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
114505,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
114622,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
114634,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
114703,Alugado,Sim,Sim,Sim,Não,Sim,Sim
114734,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
114785,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
114789,Alugado,Sim,Sim,Sim,Sim,Não,Sim
114917,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
114922,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
114948,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
114987,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
114988,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115000,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
115002,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
115003,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
115004,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115009,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115015,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115017,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115038,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115045,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115046,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115053,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
115075,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
115085,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
115149,Próprio-NPago,Sim,Sim,Sim,Não,Não,Sim
115160,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115168,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115174,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
115212,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
115220,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115245,Alugado,Sim,Nao,,,,
115262,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115335,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115437,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
115440,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
115441,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115450,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115475,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115477,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115487,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
115488,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
115537,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115601,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
115861,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
115875,Alugado,Sim,Sim,Sim,Sim,Não,Sim
115952,Próprio-Pago,Sim,Nao,,,,
115976,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116016,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
116203,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
116212,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
116227,Próprio-NPago,Sim,Sim,Não,Sim,Sim,Não
116301,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
116498,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116500,Alugado,Sim,Sim,Sim,Sim,Não,Sim
116505,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
116506,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116507,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
116510,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
116511,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116514,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
116547,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
116611,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
116623,Próprio-Pago,Sim,Nao,,,,
116705,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116707,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116725,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
116759,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
116888,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
116975,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
116993,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
116998,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
117000,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
117010,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
117017,Alugado,Sim,Sim,Sim,Não,Não,Sim
117049,Próprio-Pago,Nao,Sim,Sim,Não,Não,Sim
117153,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
117311,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
117314,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
117319,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117322,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
117331,Alugado,Sim,Sim,Sim,Sim,Não,Sim
117337,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117372,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
117374,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
117504,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117562,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
117566,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117574,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117606,Próprio-Pago,Sim,Nao,,,,
117693,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
117763,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117765,Alugado,Sim,Sim,Sim,Sim,Não,Sim
117769,Alugado,Sim,Sim,Não,,,
117770,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
117774,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
117966,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
117968,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
117978,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
118018,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118125,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118179,Alugado,Sim,Nao,,Sim,Sim,Não
118266,Cedido-Outros,Sim,Sim,Não,Sim,Sim,Não
118269,Alugado,Sim,Sim,Sim,Não,Não,Sim
118270,Próprio-Pago,Sim,Nao,,,,
118271,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
118283,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118317,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118322,Alugado,Sim,Nao,,,,
118354,Próprio-Pago,Nao,Sim,Sim,Não,Não,Sim
118356,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
118372,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118377,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
118378,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118408,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
118426,Alugado,Sim,Sim,Sim,Não,Não,Sim
118443,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
118465,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
118487,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
118491,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
